,id,text
25,1258488823333318656,It is such a simple thought. We anticipated it with talk of stranded assets &amp; climate Minsky moments. Instead it is COVID-19 that has hurled us into the first comprehensive economic crisis of the anthropocene. Faster. More contingent than we expected. https://t.co/x2qJxZ8Cik https://t.co/cZOXavM15z
26,1329147419070783488,CNN: Mayor Bill de Blasio says New York City public schools will not open tomorrow after the city hit a 3% coronavirus test positivity rate threshold
27,1402222366642614272,Americans are split nearly down the middle on whether employers should require vaccines before employees can return to the workplace. 52% said they support that; 48% were opposed. https://t.co/Xa0uthuF0B
28,1402300255689793536,Not only did big states w/ more stringent COVID measures end 2020 w/ fewer infections per capita they also tended to post better economic growth numbers than states with fewer restrictions.  In other words CA’s economy actually fared better than FL’s. https://t.co/4H7l5OliFH
29,1402373613806776320,Good. Ex-Wisconsin pharmacist gets prison for ruining #covid19 #vaccines https://t.co/BOCxNK8Aoo
30,1292639912752066560,This is really really heavy. An American teacher on being forced to return to school in the middle of a pandemic. https://t.co/JebQHza4hq
31,1292925125432664064,The Senate has adjourned for the day. Back again tomorrow. No sign of forward motion on COVID response.
32,1292934798269390848,NEW: 34 Senators write to Trump demanding he restore full funding for all states National Guard troops working on coronavirus relief and calling the planned 25% cut for some states and not others irrational arbitrary and without justification. No GOP senators signed on.
33,1258592054608908288,About to go on with @ChrisCuomo to talk about rejecting the @CDCgov advice about opening up. On @CNN  Heres the bottom line: We pay @CDCgov to provide evidence-based recommendations Why are the American people being denied the benefit of hearing CDCs advice?
34,1258706117930205184,White House Blocks CDC Guidance Over Economic &amp; Religious Concerns Detailed guidelines for reopening drafted by Centers for Disease Control &amp; Prevention were blocked from publication after Trump administration officials labeled them overly prescriptive. https://t.co/ZAjB4m4rfE
35,1365832199409258496,Hmm I thought I tweeted this hours ago but it doesn’t appear it ever went through: @CBSNews reports Trump will not declare for 2024 at #CPAC but will attack Biden Liz Cheney &amp; other critics and defend his record on #COVID19 asserting his leadership of the @GOP. https://t.co/TqvLI60UQP
36,1365855961810956288,this piece by @zeynep about the messaging failures around covid—including many we are repeating now!—is great and makes me wonder why the Biden admin doesn’t do like a primetime what you need to know about covid now event hosted by tom hanks or somebody https://t.co/kktMJjkQXW
37,1366068886991331328,UK #COVID19 vaccination rate is 6 1/2 times higher than the EU. UK started with much higher case rate now doing better. https://t.co/HF3GdJTio8
38,1259133811008270336,We are seeing a failure of leadership on the #COVID19 Testing front. CA cannot open up until we have testing everywhere &amp; asymptomatic carriers can get tested as well as those who are symptomatic @GavinNewsom @SF_DPH
39,1259195005505339392,Our media &amp; politics operate on ~24 hr cycles - yesterday’s events determine today’s headlines. Problem is COVID19 operates on a 2-4 week cycle. Our actions from several weeks ago determine our current reality and today’s decisions take up to a month to manifest consequences.
40,1259195652942073856,MyPOV: Best he can do is move those valuable jobs to NV TX or a state that is welcoming of business.  @ElonMusk Says He Might Sue Authorities Over @Tesla Factory Shutdown https://t.co/Vw8mGZ3s0Q via @wsj #covid19 #coronavirus
41,1402632423188451328,Smart piece by @aaronecarroll: You Can’t Rely on the C.D.C. to Make Your Pandemic Decisions https://t.co/DSk9W1sLzP
42,1259578596626247680,Just scrolled through over 100 of the *President’s tweets from today.  There was 1 (one) that said Happy Mother’s Day (all caps).  The rest were conspiracy theory Obamagate Russia hoax etc.  There were none (zero) about #COVID19 or the 80000 American deaths.  #Strategy
43,1366459907562610688,So much is written about vaccine mistrust but not much on efforts to get Covid vaccines to communities that have been failed by the government society and the health system for decades. Equity takes work. Why is this surprising?
44,1366495650754494464,Inovio plans to respond to the FDAs clinical hold on its COVID-19 vaccine program in *May* per new regulatory filing.  Disclosed in $INOs 10-K today suggesting nowhere near even starting a Phase 3 study: https://t.co/Qt6nUw56MM
45,1366529173834055680,1/ Democratic leaders criticize Biden administrations outmoded guidance on aerosol COVID-19 spread https://t.co/g9nHCYK7pg via @CBSPolitics
46,1366538094653050880,Happy to contribute to this article by @rjamesfinn on a governors (mis)interpretation of CDC guidance on vaccines blocking transmission as justification for relaxing restrictions. I highly doubt this will be the only example of this. https://t.co/PvNxgh42zO
47,1329295065085251584,Obama appointed DEBORAH BIRX to fight HIV. Then Trump tapped her to be covid coordinator.  Now Biden’s advisers worry that she’s permanently eroded her credibility — and that keeping Birx on past January would backfire @adamcancryn reports. https://t.co/toOWJTOn88
48,1329393043762524160,As you continue to vote for judges and do nothing on covid19 relief your silence on President Trump’s harming of our nation &amp; institutions by not allowing the transition to start is defeaning @SenatorBurr @SenThomTillis  Please insist publicly that the Transition needs to begin
49,1329552188750790656,As I expected this is essentially the same as the #stayathome #ShelterInPlace order the entire state was under back in March except this one only applies for seven overnight hours and in 41 counties #COVID19
50,1329555613127421952,The federal government — the president the vice president the press secretary the Pentagon chief the national security adviser and others — is refusing to answer questions amid a surging pandemic and attempt to discredit the election.
51,1329567123354611712,The #BidenHarris Administration and transition team and #pandemic response team have done more for America in the last week in meeting with governors to work on a national testing and vaccination strategy (that will be free for EVERYONE) than the GOP has done ever.
52,1402874413700337664,Vaccination rates have fallen off imperiling Biden’s July 4th goal. The ‘last mile’ of delivering Covid shots has become a marathon with health officials showing up at stores parks &amp; factories to entice people who might not go to vaccination sites https://t.co/m5exUHnHl7
53,1403120419171758080,Anne Schuchats account as she leaves @CDCgov: The past year and a half left many among our ranks exhausted threatened saddened and sometimes sidelined. State &amp; local public health departments have lost ~ 66000 jobs since around 2008. https://t.co/XGmJxBoEUp
54,1293180995395629056,Whitmer vetoes GOP bill to expand immunity from medical suits during state disasters; says she was open to extending protection during pandemic but other change went too far; sponsor says she protected ‘trial lawyers instead of frontline workers’ #mileg https://t.co/rEKe2Y64wy
55,1293192395614498816,Here is a summary of unspent relief for #COVID19 already authorized by Congress: https://t.co/edMgP2nb5Z
56,1293312716686458880,He’s disrupting a system that has remained reliable through wars and catastrophes because sabotage and stealing an election may be Trump’s only path to victory. Brilliant @reneeygraham column for where else but @GlobeOpinion. https://t.co/uLTstHcYQg
57,1260541176203096064,We don’t have a functional president. We have someone playing a dysfunctional president on TV and keeping other leaders from successfully doing their jobs. https://t.co/Rb6eY29E82
58,1260623538781814784,We have suffered unimaginable losses as a result of #COVID19 – and it shouldn’t take a pandemic for the federal government to support public health preparedness. More via @Health_Affairs: https://t.co/K9qTnbdsF3 https://t.co/YSV97Oeqoh
59,1366608338864209920,Congress Is About To Send You A Pile Of Money Democrats are racing to pass a $1.9 trillion coronavirus package loaded with thousands of dollars for most American families. 💰 https://t.co/WkzrrLMDgV
60,1366742376404910080,The GOP-led Legislature may finalize a multibillion-dollar COVID-19 relief plan today - much of it the release of federal aid that passed more than 2 months ago. There does not appear to be any deal with Gov. Whitmer yet. She could sign parts and veto other parts. #mileg
61,1366823309598359552,Very similar to prior Catholic Church judgements on vaccines... https://t.co/xbyzEsPOks
62,1366825811773382656,Choice &amp; transparency about which vaccines are offered where isn’t a bad thing—I just don’t want people to turn down an available #covid19 vaccine when it’s offered. And let’s not blame hesitancy when the main issue across the US now is lack of access. https://t.co/wOrLlE5VNE
63,1366867480212348928,Senate passes $2.3B COVID-19 relief bill but makes $347M contingent on Whitmer signing a bill that would require legislative approval to extend pandemic orders beyond 28 days. Ds say its a poison pill.
64,1366884115069341696,MyPOV: time is of the essence.  Europe’s reluctance to distribute millions of doses of AstraZeneca’s Covid-19 vaccine is coming under pressure after the French government authorized use of the shot for some older people https://t.co/RfaMm6xiYD
65,1260730134719459328,Trump and Birx are bigfooting the CDC to suppress the #coronavirus death count. Birx should seriously consider going into another line of work before her career is summed up in a terrifying cautionary tale about a public health official who lost her way. https://t.co/cho72QmuW2
66,1260956780840050688,Wisconsin Dem. Gov. Tony Evers issued #COVID19 #lockdown orders. Bar &amp; tavern owners sued and #Republican controlled State Supreme Court yesterday ruled against the Governor. Within minutes bars were packed with unmasked revelers.  https://t.co/BxBSNtoUUZ https://t.co/5Lb1X4lDF0
67,1261307822987513856,School superintendents – those responsible for making decisions about how and when to reopen schools – are planning to follow detailed guidance from the CDC that was shelved by the White House last month instead of the official guidance published Thursday. https://t.co/000vlpsvXt
68,1261407602828652544,The Seattle team that heroically brought the US outbreak to light in late February has been told to stop screening for #COVID19 by the FDA. @EricTopol calls it Downright absurd. https://t.co/j8MbIBjMBL
69,1329815299118477312,I talked with @celinegounder about the Biden administration’s covid plan what they want to do and how much transition chaos is getting in the way. https://t.co/VRRZfb0Cby
70,1329832307184726016,Faculty Senate condemns COVID-19 actions of Hoover’s Scott Atlas https://t.co/Bk15YQkO7I via @Stanford
71,1329922971595628544,More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won The most defining characteristic of the Republican party at this point seems to be continued denial of empirically verifiable reality. https://t.co/o4wn0MAA8I
72,1293376667776356352,5 days ago I tweeted that COVID trends in Texas were concerning Over past few days data from TX has gone from bad to worse And I dont understand. Why is testing falling off a cliff? But the big picture here is this: Texas is in trouble and has to turn things around Thread
73,1293604170109509632,Another milestone broken: More than 165000 Americans killed by #COVID19 under the presidents watch this year. https://t.co/QKmi8BRwxH
74,1293629524689682432,EXCLUSIVE: 34 current and former federal health advisers - some named by Trumps health secretary -- say the administrations new coronavirus database is placing an undue burden on hospitals and will have serious consequences on data integrity.  https://t.co/5s5F7DkFNz
75,1403783489854480384,In his new book outgoing Biden adviser Andy Slavitt writes that during the Trump era then-Health and Human Services Secretary Alex Azar was blocked from doing TV for 45 days — in the middle of a pandemic. https://t.co/ImqWB9PiPl
76,1366963552523845632,Texas Governor @GregAbbott_TX failed the people of Texas last week when it came to keeping the power on.  Now to distract people from that failure hes failing them AGAIN when it comes to keeping the #COVID19 variants out.
77,1367033243040690176,Nice article. Simply put: Rapid tests arent useful if you cant access them Barriers: Prescription requirements &amp; associated excess costs as well as barriers stopping good rapid tests from coming to market now harm public health by @yeahyeahyasmin  https://t.co/aWzPggwt8l
78,1367126524357447680,Dems’ COVID relief is a mess https://t.co/A50VaRMgCL
79,1225191121254539264,As this @sciencecohen @kakape piece shows theres ^ing fretting that the #2019nCoV pandemic may not be controllable. I think theres urgency in interrogating claims in 2003 that #SARS ended not because of control measures but because summer heat arrived. https://t.co/0e0pjQReM1
80,1261982768399110144,OBAMA: [This pandemic has] also pulled the curtain back on another hard truth... All those adults that you used to think were in charge and knew what they were doing? Turns out that they dont have all the answers. A lot of them arent even asking the right questions.
81,1262058029098438656,I was policy advisor to the Obama science council described in this great @statnews piece. I will never forget the Qs 44 asked re: everything from vaccine production to colony collapse disorder. Knew it was special but this admin is a whiplashing 180. https://t.co/ygU4rs0dB4
82,1404185529193750528,Hospital COVID vaccine mandate – Texas Federal District court rejects challenge https://t.co/Bm0nec1zfC
83,1262372353943769088,Concerted @WhiteHouse + @GOP #COVID19 strategy to divert American attn from #Trump admin failures towards blaming China have succeeded. Though largely based on false claims the blame China for #pandemic mantra has been accepted by 3/4s of Americans. https://t.co/sUyWZ7WMsS https://t.co/qq9AwV7enE
84,1367578634047791104,There are some things in the COVID relief plan that might have happened without a Democratic majority in the Senate. There is no way that more ACA premium help or incentives for states to expand Medicaid would have been on that list.
85,1329994947387289600,Staffing shortages brought on by a resurgence of the COVID-19 pandemic have already forced hospitals to take unusual measures to continue treating patients. https://t.co/Sy086medPx
86,1330213728130838528,Looks like NYCs 7-day average positivity rate dipped -- by the slimmest possible margin -- under 3% again. (3% was the threshold for closing schools. I dont know what the protocol is for reopening them.) https://t.co/FzTtPAVIGR https://t.co/4cXLTW2xfY
87,1330222735851655168,So many arbitrary decisions. Not necessarily bad decisions just seemingly arbitrary. A Lack of Transparency Is Undermining Pandemic Policy | WIRED https://t.co/I0SmNumnBz
88,1262821321186201600,Is #Florida fudging #COVID19 data? They are making a lot of changes. I would advise being diligent in your respective uses of this data. ...could be evidence that the Gov. Ron De Santis govt was censoring info to support the case for re-opening. https://t.co/ePCUgLlJEk
89,1262833427427942400,For all the implementation problems expanded UI has been a success replacing more than half of income losses writes @paulkrugman. But the expanded unemployment benefits that are doing so much good are set to expire on July 31. That should scare you. https://t.co/rD7H9duiun
90,1293748938777014272,Outside advisers to HHS say new coronavirus reporting system is burdening hospitals undermining scientific integrity. @COVID19Tracking Project says federal data unreliable. HHS spox fires back says CDC had a tantrum over losing control of the data. https://t.co/pSGlZ2qTm8
91,1293750530389544960,As a frontline Emergency Physician I find it appalling that @realDonaldTrump is now officially taking #pandemic response advice from a Neuroradiologist who doesn’t even see patients and is a commentator on @FoxNews. @SWAtlasHoover is a joke and has no place offering advice.
92,1293919782673276928,This is the greatest public health crisis to hit this nation in a century CDC Director Redfield said. We were underprepared. https://t.co/VHocfyaSF2
93,1293957750599217152,NEW: Americans are anxious depressed and drinking more new CDC study says. https://t.co/a67PUe9Alw
94,1293982857652666368,After brief remarks #JoeBiden and #KamalaHarris leave without taking any questions or answering the ones shouted by the pool reporters. #COVID19 #coronavirus #BidenHarris2020
95,1294012908763058176,Because the Senate set a pro forma schedule McConnell is no longer fully in charge of whether senators could be vote before Labor Day on a COVID-19 package. Any of those Senate Republicans who think the governments already done enough could stop it. https://t.co/yVjJag69k1
96,1404500171686297600,HUGE After seeming success in battling #COVID19 Boris Johnson calls off the Freedom Day and says the delta variant form of #SARSCoV2 is sweeping the nation. Should be a big cautionary note for the USA especially regions that have low vaccination rates. https://t.co/q4znOLG2be
97,1404507831529885696,Unlock Michigan is launching a new ballot drive. This 1 takes aim at law Whitmers administration used to keep intact COVID restrictions through the state health director after different law was struck down. It would require legislative approval to continue orders beyond 28 days
98,1263189900309835776,The pandemic shows that Putin is not a strong leader https://t.co/5NcjTVlDaF
99,1263230714583158784,Its been a roller-coaster couple months at @RITreasury The pension fund ended 2019 with nearly $8.8 billion. By March 31 it was down to $7.9 billion - almost $1 billion gone. Now @SethMagaziner says its back up to $8.2 billion https://t.co/t0MFS7xN5L
100,1367892885048352768,Mask mandates decrease #covid19 infections and deaths while allowing the economy to reopen. In person dining - which is by definition unmasked - does the opposite. https://t.co/dGaUU6pN3d
101,1367945428751294464,Remember that Republicans who are 100 percent opposed to the $1.9 trillion covid relief package were 100 percent in favor of the same size Trump tax cuts which overwhelmingly benefited the wealthy.
102,1367962302129995776,*New Poll: Americans have less faith in science now than they did before the pandemic😕 Change is driven by Republicans. In 2019 70% agreed that science has a mostly positive effect on society vs 57% late last year. &amp; just 58% of Black adults say science is mostly positive. https://t.co/iStrm2QSZC
103,1367982561717350400,.@RepDonBeyer says he was briefed by economists today who said failing to get the pandemic under control costs $800 billion/month arguing for the $1.9 trillion relief plan
104,1263271264875094016,NEW: As members of Congress slam Trump for the planned June 24 cutoff of the National Guards coronavirus deployment sources tell us theres a plan in the works to extend the deployment through July https://t.co/A3ekd6wLL7 with @dlippman
105,1263460399766212608,Is this why the rate of positive tests has gone down in Texas? https://t.co/hWtp7VJwHN
106,1404867820761006080,Milestone: @GovDanMcKee office just announced there will no longer be regularly scheduled Thursday coronavirus briefings. Gov and LG will hold a weekly all-topics news conference starting tomorrow while COVID briefings will be held only when circumstances warrant one.
107,1263975337274327040,Warp Speed doubles down with up to $1.2B on Oxford/AZ COVID-19 vaccine and mass vaccination start in October. Skeptics question timing and political influences. I think the current administration may say ‘This is our October surprise says one. https://t.co/aQrarjeu7M https://t.co/ay2iFkVtX8
108,1330623925047455744,Despite officials’ warnings and pleas travel over Thanksgiving is expected to hit a pandemic peak. https://t.co/R52hoeSN5G
109,1294197067951362048,NEW: There are now *6* Democrats airing TV ads in the #MA04 race as @DrNataliaLinos goes up with a spot arguing Congress needs medical expertise like hers to battle COVID The 30-second spot will air on broadcast TV in PVD/New Bedford + cable TV in Boston https://t.co/6SebEBtcwW
110,1294275623041540096,Of all the ways I feared the Constitution and our democratic process could be usurped never did I think it would by the intentional dismantling of the @USPS during a pandemic. Look for the #Covid_19 federal stay at home order Nov 1st FTW. #SaveTheUSPS #Fascism #FridayThoughts
111,1294368111626342400,Grocery store cashiers say the are overworked taking on extra hours enforcing mask requirements and dealing with hostile customers. All for $11 an hour. Offers of hazard pay have ended but the pandemic continues. https://t.co/FJtYe0Oktx
112,1294390378293088256,SCOOPLET: TeleTracking the company helping to run the Trump administrations new HHS coronavirus database has signed an NDA and wont disclose information to Congress. https://t.co/CfelmEQoA1
113,1294392666743025664,Trump’s war on the @USPS isn’t about the mail... It’s about his hostility toward functioning government scientific expertise about the #pandemic that says that #VoteByMail is a must in 2020 &amp; democracy itself.
114,1368259461647843328,Donald Trump &amp; Republicans passed a $2 trillion dollar tax cut that did nothing to create jobs or bolster the economy Joe Biden &amp; the Democrats passed a $1.9 trillion covid relief plan that will give poor/working people thousands in direct relief &amp; cut child poverty in half.
115,1404973592853598208,Is anyone else concerned we are prematurely declaring victory against #COVID19 in certain parts of the #UnitedStates? 🙋‍♀️
116,1330686601354100736,VT has had only 6 COVID-19 infections amongst its homeless population. How’d they do it? Moved people into motels in early March. The science of social distancing is indisputable - whether government invests in the necessary resources is the question... https://t.co/SzDY1aleb2
117,1330688503198441472,In hard-hit Utah informal rationing of hospital care has begun https://t.co/WTcpewLb5r #COVID19
118,1330699500663549952,It’s going to take a lot of work @DrPhillipsMD says on gaining vaccine trust. The Orwellian dystopian doublespeak coming out of the White House has haunted us since the beginning of this pandemic and casts doubt on science across the board. https://t.co/r43Ocdb6Bv
119,1330715357775007744,On Thursday the CDC called on Americans not to travel for Thanksgiving. On Friday and Saturday the TSA did more than 2 million screenings at airports the highest two-day total since mid-March. https://t.co/K0cYzxIRAt
120,1330718877492232192,In a devastating blow to Los Angeles’ struggling restaurant industry L.A. County public health officials on Sunday announced they will suspend outdoor dining at restaurants amid a surge of new coronavirus cases.  https://t.co/zzqEAVGsrj
121,1330948571894607872,Social gatherings have become a convenient scapegoat for political leaders flummoxed by the steeply climbing numbers some experts said. https://t.co/WBTerWwdZF
122,1330999372939747328,South Dakota Gov. Kristi Noem traveled to Maine on Oct. 28 and criticized Gov. Janet Mills’ handling of COVID-19. What’s happened since? https://t.co/tS0fDZDWaw
123,1294446488500797440,The private health care technology vendor that is helping to manage the Trump administration’s new coronavirus database has refused to answer questions from top Senate Democrats about its $10.2 million contract saying it signed a nondisclosure agreement https://t.co/Po2J1nE7Pg
124,1294447211498151936,NEW: the health department’s top IT official has resigned as pressure on CDC coronavirus data transition refuses to let up. https://t.co/4PUToEhiDP with @ravindranize
125,1294629769233997824,Ill say it again: no senator even went through the motions of trying to force the Senate to stay in session through Labor Day. https://t.co/EqCDfGtd2d
126,1405921011879514112,WHO Director General: The global failure to share vaccines equitably is fueling a two-track pandemic that is now taking its toll on some of the world’s poorest and most vulnerable people.
127,1368745559801085952,FUNDSTRAT: the latest @IHME_UW forecast no longer sees a Wave 4 in March/April ..  .. latest forecast shows daily cases/infections to drop 50% by early April 2021 .. fall to near zero by May 2021 .. essentially a near obliteration of COVID-19 from the US. @fundstrat https://t.co/smFOUoPH4f
128,1368910223944134656,NEW: Almost one-third of Republicans tell pollsters they ‘definitely won’t’ get vaccinated — a number that isn’t budging.  Meet the GOP voters who could decide herd immunity. https://t.co/yjZiWUQzKU
129,1368961752952619008,Making a debut at @TheWeek to talk about why its a scandal were being asked to double mask instead of having n95s subsidized and delivered to every home.  https://t.co/4fs3AQlxY2
130,1368967030511132672,Bidens $1.9 Trillion COVID relief spending package would pile more debt onto Americans—with most $$ going to blue state bailouts and rewards for Democrats political operatives.  And would it actually help economic recovery? Insights from @GenevieveWood: https://t.co/JgVHNGaK48
131,1406150102230654976,Judge blocks the CDC from enforcing coronavirus rules for cruise ships in Florida https://t.co/uInHwKdRMf
132,1369209592396324864,Vaccine-resistant Republicans could decide whether the U.S. reaches herd immunity. Almost a third of the GOP tell pollsters they definitely wont get vaccinated https://t.co/oIRQHI0CH6 https://t.co/AuBLKVALok
133,1369253883181170688,Biden promised to expand Obamacare. The stimulus bill does that -- but only for two years. Liberals arent satisfied. But the GOP repeal effort is dead: I think that argument has been fought and lost. https://t.co/vpm4Y7BkMb
134,1369414445856919552,Who are governors consulting on these decisions? They really fly in the face of what #publichealth needs now. @CDCgov⁩ provided good guidance on what #vaccinated folks can do. Let’s stick with that &amp; ease into full opening. It isn’t forever we promise! https://t.co/DI1albjcAU
135,1331249495854764032,Ok I am seeing a disturbing trend in the media (that experts are being pulled into) that is pitting government policy against individual action on COVID mitigation. This is a false narrative that we need to stop. To get this pandemic under control we need BOTH! https://t.co/Dok6uBOOdO
136,1266450577216745472,Really? The @realDonaldTrump administration is terminating our relationship with the @WHO when we are in the midst of the biggest public health crisis of our lifetimes? The @WHO could have handled #covid19 better but the same could--and should--be said of the U.S.
137,1294972703594754048,We’re in the midst of maybe the most active Atlantic hurricane season in recorded history. It’s not unlikely that a major hurricane hits the US this fall. Imagine a mandatory hurricane evacuation coinciding with COVID quarantine early voting and a dismantled postal service.
138,1295014139233001472,.@MarkMeadows @senatemajldr @GOPLeader are all-in with @realDonaldTrump from destroying @USPS for political gain continuing to purposefully botch our response to #COVID19 to spreading racism and hate. Trump may lose the election in November but all of them must be defeated.
139,1295041392436285440,Blaming the CDC for the US failure to control Covid is like blaming someone whos been bound and encased in cement for failing to swim.
140,1295142656410923008,Many Americans may understand that testing has failed in this country—that it has been inadequate in one form or another since February. What they may not understand is that it is failing now. https://t.co/L0HM5dnpxP
141,1369612269076836352,new CNN poll: Biden’s handling of his job 51% approve 41% disapprove Biden’s handling of pandemic 60% approve 34% disapprove Biden’s handling of economy 49% approve 44% disapprove
142,1369734579142225920,The House on Wednesday approved a $1.9 trillion relief package for the pandemic-ravaged economy delivering President Joe Biden’s first legislative achievement after a frenzied eight-week sprint in Congress. https://t.co/ctWMetdnea
143,1267182792926007296,Local police have this and I literally have to beg hospital administration for a new N95 mask each week. https://t.co/hH624ViUWm
144,1331438428542603264,On @CNNTonight shortly with @ASlavitt: I agree with the WH #covid19 taskforce that it’s time for a dramatic change in Americans’ behavior. We need—urgently—to flatten the curve or else we are facing a collapse of our healthcare system. https://t.co/OkmKkdclq1
145,1331497138547691520,As governors and mayors grapple with an out-of-control pandemic they are ratcheting up mask mandates and imposing restrictions on small indoor gatherings which have been blamed for accelerating the spread of the coronavirus...Good luck with that https://t.co/GZUt6yfsIM
146,1331589780832980992,Why do pub health ppl keep echoing Trump on @WHO? Stop. administration states the World Health Organization has failed badly but cutting off the U.S. relationship with them was not the right move 👏Blaming WHO for US failure was political tactic https://t.co/t5iVIK3LW0
147,1295314279487471616,From the outset there was a tendency on the part of the administration to dismiss COVID-19 as a threat Mitt Romney said. https://t.co/pnQKlYFklR
148,1295322909448327168,Everyone expects poll tightening. I dont.  Im not predicting they wont Im saying it shouldnt be taken as a given in a year that has too many firsts including virtual conventions. The polls always tighten isnt sufficient because precedents dont include this pandemic.
149,1295387428312756224,I hope this is some extremely elaborate bit to encourage moderate normies to vote for Biden because Mitch McConnell might not support climate change spending NOW but he hasnt tried my casserole yet is not a plan its a B-level stand-up routine. https://t.co/50jbPvfS3P https://t.co/y1DRtFuAvH
