tweetid,screen_name,date,lang,text,state,friends_count,followers_count
1277601701239967744,matthewherper,Mon Jun 29 13:55:56 +0000 2020,en,Updated w/ some @peterbachmd comments.   https://t.co/AmSIQtsq7L,Undisclosed.,3069,111212
1302820649300361216,bhrenton,Mon Sep 07 04:07:02 +0000 2020,en,Another fantastic newsletter from @betsyladyzhets answering the question of how many people in the U.S. are actually being tested. Thanks for the higher ed shoutout! https://t.co/C4x2eKmB72,DC,5601,17385
1305651381240561664,InfectiousDz,Mon Sep 14 23:35:21 +0000 2020,en,Where there might be COVID trouble in the coming weeks?  In the US; out of metro areas; 7 out of 20 are Wisconsin college towns https://t.co/GDOx5F8vPl https://t.co/NcHTYDYLhB,NYC,9293,45266
1319754824427057152,jeremyfaust,Fri Oct 23 21:37:24 +0000 2020,en,#FF = @Brief_19   Frontline docs telling you what all the latest COVID research and policy really means!  Subscribe for free for the daily email; too! https://t.co/4wRvUbQtSi   🙌,MA,2894,102053
1362438562449293312,trvrb,Thu Feb 18 16:27:20 +0000 2021,en,After a ~2 month plateau from mid-Nov to mid-Jan; the US #COVID19 epidemic has undergone a steady week after week decline and is now back to daily case counts last seen in late October. A thread on what we might expect going forwards. 1/13 https://t.co/M7vrdECUX2,WA,861,461545
1381463944527716352,doritmi,Mon Apr 12 04:27:25 +0000 2021,en,The vaccine is free; but employees still bear the burdens of navigating sign-up systems and recovering from the shots. https://t.co/WgxbWu3lMs via @HuffPostLife @monicatorrr #covid19 #vaccines,CA,11915,13785
1230144345287921664,NACCHOalerts,Wed Feb 19 14:57:21 +0000 2020,en,Public-health officials in the U.S. are striving to keep tabs on thousands of Americans who have quarantined themselves at home after returning from mainland China to contain the new coronavirus https://t.co/bouR70ZBLY via @WSJ,DC,3522,28576
1233540899503775744,matthewherper,Fri Feb 28 23:54:03 +0000 2020,en,We rated websites spreading coronavirus misinformation.  https://t.co/cjpjdQqSnj,Undisclosed.,3069,111212
1284947372544413696,EricTopol,Sun Jul 19 20:25:01 +0000 2020,en,Lobsters do it. House finches do it. Garden ants do it. Non-human primates do it. People; not so much. Physical distancing to avoid disease. @sciam by @HawleyDana and @Buckette84 https://t.co/kplzCsqxEX https://t.co/GHWwzcBrmi,CA,556,686676
1312458741275525120,brianstelter,Sat Oct 03 18:25:22 +0000 2020,en,&gt;&gt; @FWhitfield's question to me about the Trump covid timeline confusion: "Are they covering up" for the fact that Trump went to Bedminster for a fundraiser and "was in the space of so many people" while carrying the virus? https://t.co/YQJdgIubKk,New York City,7494,787191
1315682202504564736,Laurie_Garrett,Mon Oct 12 15:54:15 +0000 2020,en,Great Barrington Declaration claims to be signed by &gt;15;000 scientists + 150K public. Calls for ending social distancing; going for "herd immunity" anti-#COVID19 Sign by Dr I.P. Freely Dr Person Fakename Dr Harold Shipman (who killed &gt;200 patients in '90s) https://t.co/ltVh0vPalF,NY,1851,244316
1318204833518800896,bhrenton,Mon Oct 19 14:58:18 +0000 2020,en,A new survey shows that test wait times have decreased from April to September; but African Americans and Hispanics have longer wait times than those who identify as White. Shockingly; only 56% of positives report being contacted for contact tracing. https://t.co/FShUSFLy28 https://t.co/LiAdM7reN3,DC,5601,17385
1325869264377507840,doritmi,Mon Nov 09 18:34:00 +0000 2020,en,Biden’s ready to start his #COVID19 #pandemic response immediately  https://t.co/kiFNzifTDn via @statnews,CA,11915,13785
1349424333328961536,meganranney,Wed Jan 13 18:33:26 +0000 2021,en,Interesting new paper showing an association between current use of proton pump inhibitors (like omeprazole &amp; pantoprazole) and bad #COVID19 (ICU; death).  A really neat observational study- but; as always; with some caveats:  https://t.co/IMKfeRUPHt,Providence RI,3364,114185
1359139613110059008,soledadobrien,Tue Feb 09 13:58:30 +0000 2021,en,Pays to have friends in high places at ⁦@girlscouts⁩ (and also to just buy the cookies when you see then for sale!). I split mine with the folks at my post office who do great work (also I’m trying to lose some pandemic pounds!) so I’m only going to snarf down one box. ❤️❤️ https://t.co/xlZjolztfE, New York,422454,1318234
1375511049353326592,GovLarryHogan,Fri Mar 26 18:12:44 +0000 2021,en,Today I joined @MDDisabilities Secretary Carol Beatty to visit a COVID-19 vaccination clinic held by @thearcofpgc; a provider of comprehensive support services for Marylanders with intellectual and developmental disabilities. #GoVAXMaryland https://t.co/R1lY34J0oX,MD,704,255955
1248252762644574208,JoeBrunoWSOC9,Thu Apr 09 14:13:44 +0000 2020,en,Union County has announced the first death of a resident due to COVID-19. The person was in their 70s; was hospitalized and had underlying health conditions @wsoctv,NC,4017,48909
1270440359420723200,matthewherper,Tue Jun 09 19:39:19 +0000 2020,en,‘I can't imagine going back’: Medicare leader calls for expanded telehealth access after Covid-19   https://t.co/UuPFD4W8Gb,Undisclosed.,3069,111212
1277314914277826560,Laurie_Garrett,Sun Jun 28 18:56:21 +0000 2020,en,These two #COVID19 related images go perfectly together. (RT MAGA man from @BrynnTannehill )  Proper reaction?  Laugh 😂 Cry 😥 Scream 😱 Barf 🤢? You decide. https://t.co/BFvm3o6N7O,NY,1851,244316
1277977665224376320,Surgeon_General,Tue Jun 30 14:49:53 +0000 2020,en,#DYK: If you have certain underlying medical conditions; you are at increased risk of severe illness from #COVID19; no matter your age.   Find tips to protect yourself: https://t.co/ecS5AlLIpw https://t.co/4cz4fGJWYs,DC,187,1127181
1341389515223527424,EricTopol,Tue Dec 22 14:25:56 +0000 2020,en,The Thanksgiving effect "Like a microspreader; more a tornado picking its spots than a hurricane blowing down everything in its path" https://t.co/j6TDAAx5ae @mannyNYT @LaurenLeatherby @Josh_H Note Southern California contact reduction https://t.co/hDFCFsoWDQ,CA,556,686676
1364087549111713792,ashishkjha,Tue Feb 23 05:39:49 +0000 2021,en,For 78 days in a row  the 7-day moving avg for number of daily deaths from COVID was above 2000  Over the weekend; it fell under 2;000 for first time in nearly 3 months  By next week; it'll be at 1500  And its falling a bit faster than I was expecting  Why?   Thread,MA,477,328771
1387941817593774080,DrLeanaWen,Fri Apr 30 01:28:10 +0000 2021,en,This is exactly the right kind of incentive. Require #covid19 #vaccinations for university students; in return; they get the pre-pandemic college experience (by fall; hopefully without masks; distancing; and other pandemic restrictions).  https://t.co/DELI7mCAZA,MD,5002,177524
1403204331227074560,jeremyfaust,Fri Jun 11 04:15:57 +0000 2021,en,That’s five shifts in a row without a single Covid patient!  Vaccines for the win. 💪🩹,MA,2894,102053
1221834416332271616,InfectiousDz,Mon Jan 27 16:36:40 +0000 2020,en,The patriotic virus; how politics may influence viruses (in French) https://t.co/fRHhxywVlX,NYC,9293,45266
1233607568804716544,bhrenton,Sat Feb 29 04:18:58 +0000 2020,en,Please see the latest update on the #coronavirus from Provost Jeff Cason. "The College and the Institute are following CDC guidance. College health staff are not aware of any active coronavirus cases on our campuses or in our communities at this time." https://t.co/GziyEVPsYi,DC,5601,17385
1326298604256948224,jeremyfaust,Tue Nov 10 23:00:03 +0000 2020,en,🦠A Third Wave Of Coronavirus Infections At The White House.   New post by @bhrenton tracks it for us in today’s @Brief_19   https://t.co/HCH25f2Q3G https://t.co/IoRCA3bIbm,MA,2894,102053
1329477372576411648,Laurie_Garrett,Thu Nov 19 17:31:20 +0000 2020,en,The #COVID19 #pandemic sure is getting expensive. "G-20 nations have now deployed $11 trillion to support a post-Covid economic recovery"  https://t.co/KoAibFbbm4,NY,1851,244316
1334005570932797440,bhrenton,Wed Dec 02 05:24:47 +0000 2020,en,"Pharmacies have been administering flu vaccines and pneumococcal vaccines for many years now; but about 99% of pharmacies in the United States do not have access to a -80°C freezer." https://t.co/R380yVDX6i,DC,5601,17385
1345391586042064896,matthewherper,Sat Jan 02 15:28:44 +0000 2021,en,Covid-19 Vaccine Study on Preventing Transmission Is Stalled https://t.co/yjqL7lPmG2,Undisclosed.,3069,111212
1370146251069591552,MoNscience,Thu Mar 11 22:54:56 +0000 2021,en,Two months ago; @karen_yi called me and said she had found overlooked trends among COVID-19 deaths in New Jersey's Latino communities.  Her stories launched yesterday for @WNYC/@Gothamist; and they're worth a look:  Pt. 1 https://t.co/DPqrFzPnZ3  Pt. 2 https://t.co/fVEfBq3lUT https://t.co/o395MoEmHj,,4467,13549
1292067127277555712,PeterHotez,Sat Aug 08 11:56:23 +0000 2020,en,American Deaths:   675;000: 1918-20 Flu Pandemic 400;000: WWII 400;000: #COVID19 by Jan 20 current "plan" 300;000: #COVID19 by Dec 1 - masks @IHME_UW  230;000: #COVID19 by Dec 1 +masks @IHME_UW  160;000-200;000 by Jan 20 @PeterHotez Oct 1 plan 160;000: #COVID19 Today 116;000: WWI,Houston TX,7216,334771
1301328948186415104,rwang0,Thu Sep 03 01:19:33 +0000 2020,en,MyPOV: how to reduce eye strain. #wfh #futureofwork   Since lockdown started; people are spending an average of 9.5 hours a day staring at screens. Here; a few fixes for keeping eye strain at bay. https://t.co/SX7DlRId1e,Silicon Valley | SF | FL 410+,103619,141982
1303462200346988544,EricTopol,Tue Sep 08 22:36:20 +0000 2020,en,The association of #obesity and #COVID19 outcomes is far ranging: need for hospitalization; ICU; mortality; in all ages https://t.co/pCrOREGssT reviewed @ScienceMagazine by @meredithwadman  meta-analysis of 75 studies  https://t.co/CTWsO24Kfr https://t.co/kpjsSoZ1br,CA,556,686676
1362055699237322752,celinegounder,Wed Feb 17 15:05:59 +0000 2021,en,1/ Former Biden-Harris Transition COVID-19 Advisory Board members @ZekeEmanuel @RickABright @llborio @Atul_Gawande @mtosterholm @drdavidmichaels &amp; Jill Jim in the @nytimes today. https://t.co/36vVUbDn09 We're in for a tough spring if we don't act now.,USA,1113,115895
1379632062555111424,jeremyfaust,Wed Apr 07 03:08:10 +0000 2021,en,The vaccines are turning the tide of this pandemic.   Don’t swim upstream.,MA,2894,102053
1274977021530116096,devisridhar,Mon Jun 22 08:06:24 +0000 2020,en,Reality check: Germany (pop 83million) running 200-300 cases per day and sudden outbreak is 1000 cases from a factory. UK (pop 66million) running 1200-1500 cases per day. Like an equivalent big outbreak everyday in the UK.,Miami,519,318816
1276421721894129664,michaelmina_lab,Fri Jun 26 07:47:07 +0000 2020,en,When discussing sensitivity of #COVID19 assays; we must have more nuance.   A negative result in a patient with no active viral infection but still + with virus RNA near the limit of detection should not be considered equal to missing a currently transmitting infection.... 1/,MA,998,226424
1310288762878881792,michaelmina_lab,Sun Sep 27 18:42:39 +0000 2020,en,Immune system responses in children and adults during more severe #COVID19   Eventually children will age out of this virus (become adults) and it will be another seasonal coronavirus. Until then; we have work to do  @apoorva_nyc @VirusesImmunity  https://t.co/SReMYCHBh9,MA,998,226424
1317134772846604288,ScottGottliebMD,Fri Oct 16 16:06:15 +0000 2020,en,Look forward to reading this new book on the Covid pandemic and it’s broader impacts from the always provocative and thoughtful @NAChristakis https://t.co/yPZnHW7EBx https://t.co/7DJCsICILw,DC,1457,588551
1332190776109928448,doritmi,Fri Nov 27 05:13:26 +0000 2020,en,Initial Batch Of #COVID19 #Vaccines Will Go To States Based On Population; Not Risk https://t.co/LQ2kNjoXgJ via @Pien_Huang @NPRHealth,CA,11915,13785
1355467568082006016,gregggonsalves,Sat Jan 30 10:47:06 +0000 2021,en,It's interesting much of this could be said about #Trump. Study finds that Brazil’s Jair Bolsonaro carried out an ‘institutional strategy to spread the coronavirus’ https://t.co/0Zh9fkaOwh via @elpaisinenglish,CT,12344,115526
1357741131312824320,DrLeanaWen,Fri Feb 05 17:21:25 +0000 2021,en,My 3 takeaways from today’s @WhiteHouse @aslavitt66 #covid19 briefing: Activating DPA to scale up vaccines (great!). Increasing rapid home testing (fantastic—though we need a lot more than 60m more). Continuing lack of clarity on teachers &amp; vaccinations (not so good). https://t.co/OATlZYEzuU,MD,5001,177488
1391387742311944192,PeterHotez,Sun May 09 13:41:03 +0000 2021,en,Tomorrow; Monday; May 10; I look forward to speaking and answering questions (virtually) in the #Canada House of Commons @OurCommons #HESA Committee; Session on the "Emergency Situation Facing Canadians in Light of the COVID-19 Pandemic" https://t.co/cldDa6RgHv https://t.co/AEOMLZCLnN,Houston TX,7215,334762
1223735545484009472,Laurie_Garrett,Sat Feb 01 22:31:04 +0000 2020,en,Biden and #2910nCoV : “We have; right now; a crisis with the coronavirus;” #JoeBiden said in Iowa. “This is no time for Donald #Trump’s record of hysteria and xenophobia - hysterical xenophobia - and fearmongering to lead the way instead of science.” https://t.co/R8sSK7oCjb,NY,1851,244316
1270766122447536128,CarlosdelRio7,Wed Jun 10 17:13:47 +0000 2020,en,This is an excellent summary of where we are in #Coronavirus Vaccine development. ⁦@nytimes⁩ ⁦@moderna_tx⁩ ⁦@AstraZeneca⁩ ⁦@JNJNews⁩  https://t.co/NSH9SQHWDG,GA,1569,56698
1283972592915951616,Craig_A_Spencer,Fri Jul 17 03:51:35 +0000 2020,en,Excellent piece by @SaskiaPopescu.  “...the front lines of Arizona have been my home during the pandemic; but I hope that the rest of the nation sees us a cautionary example.“  As someone who witnessed all this on the frontline in NYC; I hope for the same. https://t.co/67GNZ09lFk,🗽 New York City 🔜 PVD,730,253343
1284303754028888064,tmprowell,Sat Jul 18 01:47:30 +0000 2020,en,@TXGovAbbott says there are no plans for another statewide shutdown of Texas.   Yup; we believe it. There appear to be no plans whatsoever. #COVID19  https://t.co/h84yJp6X56,USA,7589,60699
1302995647101108224,MMKavanagh,Mon Sep 07 15:42:25 +0000 2020,en,When we said international health institutions not strong enough; too deferential to market forces; THIS👇 is what we mean. In the face of once-in-a-generation crisis; instead of open science &amp; collaboration; we get espionage and a race for patents.  https://t.co/YZ08SBWj3t,DC,1557,6809
1320360329067565056,Laurie_Garrett,Sun Oct 25 13:43:28 +0000 2020,en,I'll be on @MSNBC this morning at 10:30 eastern talking about the skyrocketing #COVID19 crisis in the US and this https://t.co/s9JncTrg8Q,NY,1851,244316
1336673822645358592,Laurie_Garrett,Wed Dec 09 14:07:28 +0000 2020,en,Two big #COVID19 #vaccine stories already today. - UK rollout of @pfizer vax yesterday has caused "serious" reactions in individuals w/histories of allergies.... - The UAE; where China's @Sinovac vax is tested; say it's 86% effective. More than 1 M ppl have already received it.,NY,1851,244316
1352368475352793088,KrutikaKuppalli,Thu Jan 21 21:32:24 +0000 2021,en,#Fauci discusses his concern about #CovidVaccine  hesitancy during his #coronavirus briefing.   This is something @aetiology @navighealthrisk and myself write about and the importance of messaging in this perspective https://t.co/SIBYxIN5bu,Global Citizen ,745,33492
1354196674651037696,CDCDirector,Tue Jan 26 22:37:01 +0000 2021,en,I am crushed by the toll that #COVID19 has taken on America - uncertainty it has caused; lives lost; and upheaval to everyday life. Thank you for helping #slowthespread; but we are still in the midst of a challenging time &amp; must remain persistent. https://t.co/KDrqAWIgES,GA,487,373674
1234178632903467008,CarlosdelRio7,Sun Mar 01 18:08:10 +0000 2020,en,Paris' Louvre Museum closed as staff walk out over coronavirus | Article [AMP] | Reuters https://t.co/YXSJbrCNky,GA,1569,56698
1272352422376202240,RyanMarino,Mon Jun 15 02:17:11 +0000 2020,en,The UK’s Advertising Standards Agency found that COVID denier/antivaxxer/“Dr. Harcombe PhD”herself; @zoeharcombe; has been in violation at least five times. So she is *known* to be a liar. https://t.co/t7xWxoGoes,#LEGALIZE,2647,86604
1275603680373456896,bhrenton,Wed Jun 24 01:36:31 +0000 2020,en,Covid-19 comes to Trump Country: On a state level; the percentage of new confirmed cases per day by election result has shifted from predominately "Clinton" states to "Trump" states; with cases in Trump states representing ⅔ of the total yesterday. https://t.co/Qcn93ui3LU https://t.co/BImKUcsCfj,DC,5601,17385
1287239565116190720,doritmi,Sun Jul 26 04:13:22 +0000 2020,en,How safe is the fast-track process for the #COVID19 vaccine? Doctors weigh in https://t.co/VO97HiXYIq via @TODAYshow @LaVarsovienne #vaccines with @DrPaulOffit,CA,11915,13785
1295345431774294016,EricTopol,Mon Aug 17 13:03:11 +0000 2020,en,Potential pockets of #SARSCoV2 herd immunity at &lt;70% expected threshold; and the miscue that this has anything to do with pre-existing T cell response to common cold coronaviruses https://t.co/AL3H5bnQRM by @apoorva_nyc  https://t.co/MzsIrNenaq by @stephaniemlee https://t.co/j3xoXzRMAk,CA,556,686676
1312939190607380480,CarlosdelRio7,Mon Oct 05 02:14:30 +0000 2020,en,The President likely had severe #COVID19 which explains why he received Ramdesivir and Dexamethasone via @NYTimes ⁦@choo_ek⁩ ⁦@RWalensky⁩ ⁦@RMKGandhi⁩  https://t.co/yrUDMk9TI9,GA,1569,56698
1324922918258823168,KattyKay_,Sat Nov 07 03:53:34 +0000 2020,en,Biden says he’s waiting for the votes but not waiting to start work. The first order of business he mentions is Covid.,D.C.,1693,153382
1338202429775622144,DrTomFrieden,Sun Dec 13 19:21:36 +0000 2020,en,Children are less likely to get sick or severely ill from Covid and less likely to spread it. But children have borne a heavy toll from Covid globally. Lost education. Stunted social development. Death from malaria because of interrupted health services. Surely we can do better.,NY,962,268275
1353531526525292544,HelenBranswell,Mon Jan 25 02:33:57 +0000 2021,en,"I never caved." - Former CDC director Robert Redfield tells @BySheilaKaplan he stood up for the agency.  And yet; CDC was silence &amp; sidelined when the country needed it most. On his watch. Unlike Tony Fauci; Redfield didn't publicly challenge Trump. https://t.co/NVOaVTykzF,MA,2079,225280
1380933620211257344,Laurie_Garrett,Sat Apr 10 17:20:06 +0000 2021,en,Most of the arts have suffered during the #COVID19 lockdowns; especially orchestras; theater companies and performance arts. But then there's @LincolnCenter &amp; the @nyphil --- racing 2 years ahead of schedule on a massive acoustic renovation of Geffen Hall. https://t.co/NDPu6qVmYB,NY,1851,244316
1391943532382932992,CarlosdelRio7,Tue May 11 02:29:33 +0000 2021,en,Important study from @EmoryVaccineCtr B.1.617.1 variant is 6.8-fold more resistant to neutralization  by  sera  from  COVID-19  convalescent  and  Moderna &amp; Pfizer vaccinated individuals. https://t.co/Q7S8DT5vf2,GA,1569,56698
1392426050160898048,drlucymcbride,Wed May 12 10:26:55 +0000 2021,en,For most young ppl; the social/emotional advantages of taking masks off outside &gt;&gt;&gt; personal/public health benefits of masking. Risk of outdoor transmission is tiny. Let's allow #FactsNotFear to drive our behaviors &amp; policy.  My latest in @TheAtlantic:  https://t.co/mEYeJz9GEz,Substack newsletter 👉,3590,28245
1221121180725383168,k_stephensonMD,Sat Jan 25 17:22:31 +0000 2020,en,Looking for a reliable and updated source of info on #coronavirus outbreak? Go to this @CDCgov page for situational summary; especially for US response. See FAQ link at bottom of page for layperson info. https://t.co/KwnMaVqlmh,MA,1052,3442
1249394695911833600,rwang0,Sun Apr 12 17:51:22 +0000 2020,en,MyPOV: now the #hiddencosts that impact #healthcare $450M loss per hospital in NYC.  Dramatic losses in revenue from elective procedures that have been postponed https://t.co/VQEhgNh0Qq  #covid19 #coronavirus,Silicon Valley | SF | FL 410+,103619,141982
1285551368397369344,ghn_news,Tue Jul 21 12:25:05 +0000 2020,en,Facing “twin pandemics” of the #coronavirus and systemic racism; Black people in Maine make up 2% of the state’s population but 23% of its #COVID cases.  https://t.co/0FF9OH5m2z,MD USA,2268,16655
1294444960956071936,Bob_Wachter,Sat Aug 15 01:25:02 +0000 2020,en,1/ Covid (@UCSF) Chronicles; Day 150  Today; 150 days since I began my Covid tweets; I’m going to do something odd: write the speech that Trump should give. I have no faith he’ll do so; but it’s worth recognizing how little it would take to change course &amp; save lives. Here goes:,San Francisco,305,274323
1312392685441953792,CarlosdelRio7,Sat Oct 03 14:02:53 +0000 2020,en,The Daily Digest; 02Oct2020 by @AmberSchmidtke https://t.co/lmZwQKiZ6X. Listen to @AmberSchmidtke #WearAMask avoid crowds and indoor gatherings; maintain a safe distance; #WashYourHands &amp; stay home when sick!,GA,1569,56698
1319651512507899904,tmprowell,Fri Oct 23 14:46:53 +0000 2020,en,Of 1;744 #COVID19-related retaliation complaints filed w/ @OSHA_DOL btwn April &amp; mid-Aug; 2% were resolved &amp; more than half were dismissed or closed without investigation. Federal worker protection for reporting unsafe practices &amp; retaliation is needed.    https://t.co/hBYRmZh99a,USA,7589,60699
1325100179402477568,CarlosdelRio7,Sat Nov 07 15:37:56 +0000 2020,en,Herd Immunity as a Coronavirus Pandemic Strategy https://t.co/Kp3nwox7Ia via @YouTube Worth listening to @mlipsitch debating Jay Bhattacharya about the #GreatBarringtonDeclaration,GA,1569,56698
1221978642848202752,KrutikaKuppalli,Tue Jan 28 02:09:46 +0000 2020,en,I find it interesting that all of a sudden there are so many “experts” out there about #infectiousdiseases #outbreaks;  #coronavirus and are all over the media giving interviews. #ncoV2019,Global Citizen ,745,33492
1225578737946841088,nicholas_bagley,Fri Feb 07 00:35:15 +0000 2020,en,this is gut-wrenching  his wife was pregnant with their second child  https://t.co/hK1SZATszt,MI,609,30773
1296234773657071616,Surgeon_General,Wed Aug 19 23:57:07 +0000 2020,en,Need a mental break? Finding time for activities you enjoy; like reading; exercising; or watching TV; can be great ways to cope with stress during #COVID19. Find more tips at https://t.co/xaQM2h8NKT https://t.co/7Ot5tqfYLV,DC,187,1127181
1302911042515873792,gregggonsalves,Mon Sep 07 10:06:14 +0000 2020,en,.@EpiEllie and I talk about "How Your Labor Day Blast Could Make Pandemic Life Worse in the Fall." https://t.co/Jyh2RGkl2s,CT,12347,115528
1316005741887721472,ScottGottliebMD,Tue Oct 13 13:19:53 +0000 2020,en,The scope of clinical trials underway for a Covid vaccine is unprecedented. Never before have so many massive trials been undertaken simultaneously in pursuit of a single goal. The oversight of safety boards is evidence of the integrity; rigor; and careful nature of this process.,DC,1457,588751
1325072698486091776,MoNscience,Sat Nov 07 13:48:44 +0000 2020,en,“On Tuesday night; Mr. Meadows was at Mr. Trump’s election party at the White House; which featured several hundred people gathered in the East Room for several hours; many of them not wearing masks as they mingled while watching the election returns.”   https://t.co/m1S2qH6zAo,,4467,13549
1346121801907187712,Laurie_Garrett,Mon Jan 04 15:50:21 +0000 2021,en,I'm sure #MikePompeo is jumping for joy over this @NYMag article; speculating that #SARSCoV2 is a Chinese lab accident. It's been the #GOP position all along. "It’s at least a reasonable; 'parsimonious' explanation of what might have happened." MORE https://t.co/8pMtaaaXJG,NY,1851,244316
1362570163623759872,ddiamond,Fri Feb 19 01:10:16 +0000 2021,en,Scoop: Cruz also traveled to Jamaica for the Fourth of July last year; two people with knowledge of his schedule told the Post; against public health recommendations not to travel mid-pandemic. https://t.co/9GzQ23T5SU https://t.co/jUqtb4PRJ6,D.C.,1242,157519
1386660034105511936,bhrenton,Mon Apr 26 12:34:49 +0000 2021,en,Latest data on breakthrough infections posted by CDC (unclear how often updates will occur). Out of 87+ million fully vaccinated: - 7;157 breakthrough infections (0.008%) - 64% female; 31% asymptomatic - 331 symptomatic hospitalizations; 77 COVID deaths https://t.co/NTPBxgpcAV https://t.co/hxcq4xVczv,DC,5601,17385
1225122869190938624,stephaniemlee,Wed Feb 05 18:23:48 +0000 2020,en,"It started with a stubborn cough." a tick-tock of the United States' first coronavirus case by @amy_harmon: https://t.co/yWlEjrc6IY,San Francisco,2144,23233
1326952712202842112,TedNesi,Thu Nov 12 18:19:14 +0000 2020,en,"If everybody committed themselves to not having these social gatherings; to wearing masks; to limiting your social contact with very few number of people; we would have the control to put a lid on this virus."  Says folks won't; so lockdown on the table https://t.co/HQhr0vtSpI,RI,3485,31963
1334337267373125632,TedNesi,Thu Dec 03 03:22:49 +0000 2020,en,22 Rhode Islanders with COVID-19 are hospitalized tonight - inside the Rhode Island Convention Center https://t.co/rJyWF3a4vE,RI,3485,31963
1342502165223497728,ushahmd,Fri Dec 25 16:07:13 +0000 2020,en,Wishing everyone #HappyHolidays - this is the time to be w loved ones (even the furry kinds!) 🐶/ it has been a long year for all of us -keep them close but #protect them and model those behaviors for your #kids esp: #WearAMask is the Shah household mantra (incl 4yo!)🥇💕 https://t.co/HRLxEDtUcp,#TX2WA -#Texas #Washington,1906,5940
1349381862788128768,JoeBrunoWSOC9,Wed Jan 13 15:44:41 +0000 2021,en,The Mint Museum is closing for three weeks in response to the directive https://t.co/YVQ2jUas1Y,NC,4017,48909
1361723631051497472,EricTopol,Tue Feb 16 17:06:27 +0000 2021,en,A report of abnormal eye findings by magnetic resonance imaging in 9 patients with severe covid-19; all with nodules in the macular region; representing 7% of a retrospective consecutive series https://t.co/S7fCoepokg @radiology_rsna https://t.co/b6dAOTHpht,CA,556,686676
1405156904150704128,dvergano,Wed Jun 16 13:34:47 +0000 2021,en,The rush to find a conspiracy around the COVID-19 pandemic’s origins is driven by narrative; not evidence. https://t.co/pqtfD5ibmZ,DC,1801,18517
1222239647398580224,MoNscience,Tue Jan 28 19:26:54 +0000 2020,en,While there is much to learn about the #nCoV2019/#2019nCoV outbreak; scientists do know a bit about similar coronaviruses and respiratory illnesses like the flu.  Let’s look at how those viruses spread—specifically on airplanes. https://t.co/Fi0fg73uyi by Amy McKeever for @NatGeo,,4467,13549
1273713053549428736,HelenBranswell,Thu Jun 18 20:23:51 +0000 2020,en,The way forward? Beijing's renewed restrictions in the face of a cluster of #Covid19 cases may be showing us what the near future may look like. https://t.co/QGJvgMvcKt,MA,2079,225280
